id,Scene,Character,Cleaned_Sayings
759,Scene_33:_Judy_and_Nick_Reconcile,Judy Hopps,"I need to find Nick. Please. Nick? Nick? Oh, Nick! Night howlers aren't wolves, they're toxic flowers! I think someone is targeting predators on purpose and making them go savage."
760,Scene_33:_Judy_and_Nick_Reconcile,Nick Wilde,Wow. Isn't that interesting?
761,Scene_33:_Judy_and_Nick_Reconcile,Judy Hopps,"Wait! Uh, wait, listen! I-I know you'll never forgive me, and I don't blame you - I wouldn't forgive me either. I was ignorant, and irresponsible, and small-minded. But predators shouldn't suffer because of my mistakes. I have to fix this. But I can't do it without you. And... And after we're done, you can hate me, and... and that'll be fine, because I was a horrible friend, and I hurt you, and you... and you can walk away, knowing that you were right all along - I really am just a dumb bunny."
762,Scene_33:_Judy_and_Nick_Reconcile,Judy Hopps,I really am just a dumb bunny. I really am just a dumb bunny.
763,Scene_33:_Judy_and_Nick_Reconcile,Nick Wilde,"Don't worry, Carrots. I'll let you erase it... in 48 hours. All right, get in here. Okay, oh, you bunnies, you're so emotional. There we go, deep breath. Are you- are you just trying to steal the pen? Is that what this is? You are standing on my tail, though. Off, off-off-off."
764,Scene_33:_Judy_and_Nick_Reconcile,Judy Hopps,"Oh, I'm sorry."
765,Scene_34:_Judy_and_Nick_Question_Duke_Weaselton,Nick Wilde,"Ooh, I thought you guys only grew carrots! Mm! What's your plan?"
766,Scene_34:_Judy_and_Nick_Question_Duke_Weaselton,Judy Hopps,We are gonna follow the Night howlers.
767,Scene_34:_Judy_and_Nick_Question_Duke_Weaselton,Nick Wilde,Okay. How?
768,Scene_34:_Judy_and_Nick_Question_Duke_Weaselton,Judy Hopps,Know this guy?
769,Scene_34:_Judy_and_Nick_Question_Duke_Weaselton,Nick Wilde,"Uh-huh. I told you, I know everybody!"
770,Scene_34:_Judy_and_Nick_Question_Duke_Weaselton,Duke Weaselton,"Ha-ha! Well, hello! Step right up. Anything you need, I got it. All your favorite movies! I've got movies that haven't even been released yet! Hey, 15% off. 20! Make me an offer! Come on!"
771,Scene_34:_Judy_and_Nick_Question_Duke_Weaselton,Nick Wilde,"Well, well. Look who it is, the Duke of Bootleg."
772,Scene_34:_Judy_and_Nick_Question_Duke_Weaselton,Duke Weaselton,"What's it to you, Wilde? Shouldn't you be melting down a  Popsicle or something? Hey, if it isn't Flopsy the Copsy."
773,Scene_34:_Judy_and_Nick_Question_Duke_Weaselton,Judy Hopps,"We both know those weren't moldy onions I caught you stealing. What were you gonna do with those Night howlers, Weselton?"
774,Scene_34:_Judy_and_Nick_Question_Duke_Weaselton,Duke Weaselton,"It's Weaselton! Duke Weaselton! And I ain't talking, Rabbit. And there ain't nothing you can do to make me."
775,Scene_35:_Duke_Spills_the_Beans,Mr. Big,Ice him!
776,Scene_35:_Duke_Spills_the_Beans,Duke Weaselton,You dirty rat! Why are you helping her? She's a cop!
777,Scene_35:_Duke_Spills_the_Beans,Mr. Big,And the godmother to my future granddaughter.
778,Scene_35:_Duke_Spills_the_Beans,Fru Fru,I'm gonna name her Judy!
779,Scene_35:_Duke_Spills_the_Beans,Judy Hopps,Aww!
780,Scene_35:_Duke_Spills_the_Beans,Mr. Big,Ice this weasel.
781,Scene_35:_Duke_Spills_the_Beans,Duke Weaselton,"Ahh! All right, all right, please! I'll talk! I'll talk! I stole them Night howlers so I could sell 'em. They offered me what I couldn't refuse - money."
782,Scene_35:_Duke_Spills_the_Beans,Judy Hopps,And to whom did you sell them?
783,Scene_35:_Duke_Spills_the_Beans,Duke Weaselton,A ram named Doug. We got a drop spot underground. Just watch it; Doug is the opposite of friendly. He's unfriendly.
784,Scene_36:_The_Train_Car_Chase,Judy Hopps,Come on.
785,Scene_36:_The_Train_Car_Chase,Judy Hopps,The weasel wasn't lying.
786,Scene_36:_The_Train_Car_Chase,Nick Wilde,"Yeah, it looks like old Doug's cornered the market on Night howlers."
787,Scene_36:_The_Train_Car_Chase,Doug Ramses,"You got Doug here. What's the mark? Cheetah in Sahara Square, got it. You serious? Yeah, I know they're fast, I can hit him. Listen, I hit a tiny little otter through the open window of a moving car."
788,Scene_36:_The_Train_Car_Chase,Doug Ramses,"Yeah, I'll buzz you when it's done. Or you'll see it on the news, you know, whichever comes first."
789,Scene_36:_The_Train_Car_Chase,Woolter,"Hey, Doug, open up! We've got your latte!"
790,Scene_36:_The_Train_Car_Chase,Doug Ramses,"Alright, Woolter and Jesse are back so I'm leaving now. Out."
791,Scene_36:_The_Train_Car_Chase,Nick Wilde,"Where are you going? Where are you going? Get back here! What are you doing, he's gonna see you! What are you looking at?! Hey! Whatever you're thinking, stop thinking it! Carrots! Carrots!"
792,Scene_36:_The_Train_Car_Chase,Doug Ramses,Better have the extra foam this time-
793,Scene_36:_The_Train_Car_Chase,Woolter,Hey! Open up!
794,Scene_36:_The_Train_Car_Chase,Nick Wilde,What are you doing?! You just trapped us in here!
795,Scene_36:_The_Train_Car_Chase,Judy Hopps,We need to get this evidence to the ZPD!
796,Scene_36:_The_Train_Car_Chase,Nick Wilde,"Okay, great, here it is. Got it."
797,Scene_36:_The_Train_Car_Chase,Judy Hopps,No. All of it!
798,Scene_36:_The_Train_Car_Chase,Nick Wilde,"Wait, what? Great, you're a conductor now, huh? Hey, listen, it would take a miracle to get this rust bucket going. Well, hallelujah!"
799,Scene_36:_The_Train_Car_Chase,Jesse,We kinda got a situation at the lab... Oh! It just got worse!
800,Scene_36:_The_Train_Car_Chase,Nick Wilde,Mission accomplished. Would it be premature for me to do a little victory toot-toot?
801,Scene_36:_The_Train_Car_Chase,Judy Hopps,All right. One toot-toot.
802,Scene_36:_The_Train_Car_Chase,Nick Wilde,"Well, I can cross that off the bucket list."
803,Scene_36:_The_Train_Car_Chase,Nick Wilde,I may have to rescind that victory toot-toot. Maybe that's just hail?
804,Scene_36:_The_Train_Car_Chase,Nick Wilde,Back off! Oh!
805,Scene_36:_The_Train_Car_Chase,Nick Wilde,Incoming!
806,Scene_36:_The_Train_Car_Chase,Nick Wilde,Carrots!
807,Scene_36:_The_Train_Car_Chase,Judy Hopps,"Don't stop, keep going!"
808,Scene_36:_The_Train_Car_Chase,Jesse,No! No! Please stop!
809,Scene_36:_The_Train_Car_Chase,Judy Hopps,Do not stop this car!
810,Scene_36:_The_Train_Car_Chase,Judy Hopps,"Speed up, Nick, speed up!"
811,Scene_36:_The_Train_Car_Chase,Nick Wilde,There's another train coming!
812,Scene_36:_The_Train_Car_Chase,Judy Hopps,Trust me. Speed up!
813,Scene_36:_The_Train_Car_Chase,Woolter,Stop the train!
814,Scene_36:_The_Train_Car_Chase,Judy Hopps,Hey! Need some help?
815,Scene_36:_The_Train_Car_Chase,Nick Wilde,"Oh no, oh no, no, no, too fast! Too fast, hold on!"
816,Scene_36:_The_Train_Car_Chase,Nick Wilde,I think this is our stop!
817,Scene_36:_The_Train_Car_Chase,Judy Hopps,"Okay, maybe... Maybe some of the evidence survived."
818,Scene_36:_The_Train_Car_Chase,Judy Hopps,Everything is gone. We've lost it all...
819,Scene_36:_The_Train_Car_Chase,Nick Wilde,"Yeah. Oh, except for this."
820,Scene_36:_The_Train_Car_Chase,Judy Hopps,"Ooh, Nick! Yes!"
821,Scene_36:_The_Train_Car_Chase,Nick Wilde,Ow...
822,Scene_36:_The_Train_Car_Chase,Judy Hopps,Come on! We gotta get to the ZPD. Cut through the Natural History Museum!
823,Scene_37:_The_True_Villain,Judy Hopps,"Look, there it is!"
824,Scene_37:_The_True_Villain,Dawn Bellwether,Judy! Judy!
825,Scene_37:_The_True_Villain,Judy Hopps,Mayor Bellwether! We found out what's happening. Someone's darting predators with a serum. That's what's making them go savage!
826,Scene_37:_The_True_Villain,Dawn Bellwether,"I'm so proud of you, Judy. You did just a super job."
827,Scene_37:_The_True_Villain,Judy Hopps,"Thank you, ma'am! ...How did you know where to find us?"
828,Scene_37:_The_True_Villain,Dawn Bellwether,"I'll go ahead and take that case, now."
829,Scene_37:_The_True_Villain,Judy Hopps,"Uh, you know what, I think Nick and I will just take this to the ZPD."
830,Scene_37:_The_True_Villain,Judy Hopps,Run!
831,Scene_37:_The_True_Villain,Dawn Bellwether,Get them!
832,Scene_37:_The_True_Villain,Nick Wilde,"Carrots! I got you. Come here. Okay, just relax. Whoops! Blueberry?"
833,Scene_37:_The_True_Villain,Judy Hopps,Pass.
834,Scene_37:_The_True_Villain,Dawn Bellwether,"Come on out, Judy."
835,Scene_37:_The_True_Villain,Judy Hopps,Take the case. Get it to Bogo.
836,Scene_37:_The_True_Villain,Nick Wilde,I'm not gonna leave you behind; that's not happening.
837,Scene_37:_The_True_Villain,Judy Hopps,I can't walk!
838,Scene_37:_The_True_Villain,Nick Wilde,Just... We'll think of something.
839,Scene_37:_The_True_Villain,Dawn Bellwether,"We're on the same team, Judy! Underestimated, underappreciated... Aren't you sick of it? Predators - they may be strong and loud, but prey outnumber predators ten-to-one. Think of it - 90% of the population united against a common enemy. We'll be unstoppable."
840,Scene_37:_The_True_Villain,Dawn Bellwether,Over there!
841,Scene_37:_The_True_Villain,Dawn Bellwether,"Well, you should have just stayed on the carrot farm, huh? It really is too bad, I... I did like you."
842,Scene_37:_The_True_Villain,Judy Hopps,What are you gonna do? Kill me?
843,Scene_37:_The_True_Villain,Dawn Bellwether,"Oh, no, of course not, ha ha. He is!"
844,Scene_37:_The_True_Villain,Judy Hopps,"No! Oh, Nick!"
845,Scene_37:_The_True_Villain,Dawn Bellwether,"Yes, police?! There's a savage fox in the Natural History Museum! Officer Hopps is down! Please hurry!"
846,Scene_37:_The_True_Villain,Judy Hopps,"No, Nick! Don't do this; fight it!"
847,Scene_37:_The_True_Villain,Dawn Bellwether,"Oh, but he can't help it, can he? Since preds are just ""biologically predisposed"" to be savages."
848,Scene_37:_The_True_Villain,Dawn Bellwether,"Gosh, think of the headlines! ""Hero Cop Killed by Savage Fox!"""
849,Scene_37:_The_True_Villain,Judy Hopps,So that's it? Prey fears predators and you stay in power?
850,Scene_37:_The_True_Villain,Dawn Bellwether,"Yeah, pretty much."
851,Scene_37:_The_True_Villain,Judy Hopps,It won't work!
852,Scene_37:_The_True_Villain,Dawn Bellwether,Fear always works! And I'll dart every predator in Zootopia to keep it that way.
853,Scene_37:_The_True_Villain,Judy Hopps,"Oh, Nick... no..."
854,Scene_37:_The_True_Villain,Dawn Bellwether,"Bye-bye, Bunny."
855,Scene_37:_The_True_Villain,Judy Hopps,Bleeeeeeh! Blood! Blood! Blood! And... death.
856,Scene_37:_The_True_Villain,Nick Wilde,"All right, you know, you're milking it. Besides, I think we got it. I think we got it! We got it up there! Thank you, yackety-yak! You laid it all out beautifully!"
857,Scene_37:_The_True_Villain,Dawn Bellwether,What?
858,Scene_37:_The_True_Villain,Nick Wilde,"Yeah, oh, are, are you looking for the serum? Well, it's right here."
859,Scene_37:_The_True_Villain,Judy Hopps,What you've got in the weapon there? Those are blueberries. From my family's farm!
860,Scene_37:_The_True_Villain,Nick Wilde,"Mwah! They are delicious, you should try some."
861,Scene_37:_The_True_Villain,Dawn Bellwether,"I framed Lionheart, I can frame you too! It's my word against yours."
862,Scene_37:_The_True_Villain,Judy Hopps,Ooh! Actually...
863,Scene_37:_The_True_Villain,Dawn Bellwether,And I'll dart every predator in Zootopia to keep it that way.
864,Scene_37:_The_True_Villain,Judy Hopps,...it's your word against yours.
865,Scene_37:_The_True_Villain,Dawn Bellwether,Huh?
866,Scene_37:_The_True_Villain,Judy Hopps,"It's called a hustle, sweetheart. Boom."
867,Scene_38:_Judy's_Speech,Fabienne Growley,"Former Mayor Dawn Bellwether is behind bars today, guilty of masterminding the savage attacks that have plagued Zootopia of late."
868,Scene_38:_Judy's_Speech,Peter Moosebridge,"Her predecessor, Leodore Lionheart, denies any knowledge of her plot, claiming he was just trying to protect the city."
869,Scene_38:_Judy's_Speech,Leodore Lionheart,"Did I falsely imprison those animals? Well, yes. Yes, I did. It was a classic ""doing the wrong thing for the right reason"" kind of a deal."
870,Scene_38:_Judy's_Speech,Fabienne Growley,"In related news, doctors say the Night howler antidote is proving effective in rehabilitating the afflicted predators."
871,Scene_38:_Judy's_Speech,Mrs. Otterton,"Emmitt? Oh, Emmitt! Thank you."
872,Scene_38:_Judy's_Speech,Judy Hopps,"When I was a kid, I thought Zootopia was this perfect place, where everyone got along and anyone could be anything. Turns out, real life is a little bit more complicated than a slogan on a bumper sticker. Real life is messy. We all have limitations, we all make mistakes, which means - hey, glass half full! - we all have a lot in common. And the more we try to understand one another, the more exceptional each of us will be. But we have to try. So no matter what type of animal you are; from the biggest elephant, to our first fox, I implore you - try. Try to make the world a better place. Look inside yourself and recognize that change starts with you. It starts with me. It starts with all of us."
873,Scene_39:_Return_to_the_Bullpen,Chief Bogo,"All right, all right, enough. Shut it! We have some new recruits with us this morning, including our first fox. Who cares?"
874,Scene_39:_Return_to_the_Bullpen,Nick Wilde,"Ha! You should have your own line of inspirational greeting cards, sir!"
875,Scene_39:_Return_to_the_Bullpen,Chief Bogo,"Shut your mouth, Wilde!"
876,Scene_39:_Return_to_the_Bullpen,Chief Bogo,"Assignments: Officers Grizzoli, Fangmeyer, Delgato - Tundratown SWAT. Snarlov, Higgins, Wolfard - undercover. Hopps, Wilde... parking duty. Dismissed. Just kidding! We have reports of a street racer tearing up Savannah Central. Find him. Shut him down."
877,Scene_40:_The_Street_Racer,Nick Wilde,"So, are all rabbits bad drivers, or is it just you?"
878,Scene_40:_The_Street_Racer,Judy Hopps,Oops. Sorry.
879,Scene_40:_The_Street_Racer,Nick Wilde,Sly bunny.
880,Scene_40:_The_Street_Racer,Judy Hopps,Dumb fox!
881,Scene_40:_The_Street_Racer,Nick Wilde,You know you love me.
882,Scene_40:_The_Street_Racer,Judy Hopps,"Do I know that? Yes. Yes, I do."
883,Scene_40:_The_Street_Racer,Judy Hopps,"Sir, you were going 115 miles per hour, I hope you have a good explanation."
884,Scene_40:_The_Street_Racer,Nick Wilde,"Flash, Flash, hundred-yard dash!"
885,Scene_40:_The_Street_Racer,Flash Slothmore,Niiiick...
886,Scene_41:_Gazelle's_Concert,Gazelle,"Good evening, Zootopia! Come on, everybody, put your paws up!"
887,Scene_41:_Gazelle's_Concert,Gazelle,"Put your paws in the air, come on!"
888,Scene_41:_Gazelle's_Concert,Gazelle,"Come on! Shake your tails with me, come on! Yeah!"
